subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:00:00Z,10,11.0438,18.1556,29.199399999999997,5.6456554151547955,2.807497193033127,6.19931290457974,15.4116,21.1834,22.652199999999993
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:10:00Z,7,14.917,17.594571428571427,32.51157142857143,11.359708593680267,1.2048507317150474,11.983595729957164,16.3102,18.7634,18.7697
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:20:00Z,10,16.0912,20.6507,36.7419,11.377012288919364,10.088506332015216,13.447539241644009,15.983099999999999,23.97449999999999,36.135749999999966
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:30:00Z,11,19.66590909090909,25.00618181818182,44.67209090909091,9.913387357049512,12.963230236466387,19.813214198885277,17.023,49.569,50.795
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:40:00Z,12,16.623666666666665,18.787416666666665,35.41108333333333,13.148960306865145,7.198784385490919,19.105463356938856,14.2368,22.813200000000002,30.96444999999999
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T16:50:00Z,10,18.3174,18.1174,36.4348,11.228742565398854,0.9333645470971018,11.025637596075793,17.3036,18.900199999999998,19.4501
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:00:00Z,10,15.28,20.5283,35.8083,8.280457139822925,2.3737369062303424,10.042455156318432,19.357300000000002,22.858700000000002,23.946349999999995
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:10:00Z,11,19.613545454545456,21.603727272727273,41.21727272727273,15.132672079732886,11.75867906774319,17.107496620434617,13.431,43.124,44.7015
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:20:00Z,10,15.9538,19.8245,35.7783,12.9620101047467,5.734387659840703,13.889551949017092,16.1103,25.110999999999997,29.552499999999988
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:30:00Z,11,14.388363636363636,22.522454545454544,36.91081818181818,10.60022835860367,12.786362714733508,20.64845281767223,14.993,34.059,45.7125
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:40:00Z,10,10.745899999999999,16.7643,27.5102,5.164562398370908,2.837651887271117,5.61536716519944,14.9256,19.283299999999997,21.611149999999995
2nd to Broad,direction-1,3,20973,4th St - MBFS,2021-01-01T17:50:00Z,10,6.351999999999999,20.227,26.579,5.666748136669252,2.4110976292505826,6.315407772530079,18.3795,21.8885,24.19475
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T15:00:00Z,16,50.563125,63.72525,114.288375,25.411309481869157,18.325912417485064,33.24491586769321,36.385000000000005,80.57,82.32249999999999
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T15:10:00Z,30,49.93353333333334,66.89826666666667,116.8318,24.96778331305797,26.373229594359156,38.84547830997881,40.227500000000006,92.34400000000004,122.01124999999993
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T15:20:00Z,27,49.52237037037037,73.68425925925926,123.20662962962963,16.951898387333287,30.334076993467004,33.12670881531205,34.3726,101.36980000000005,140.77659999999997
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T15:30:00Z,21,46.43295238095238,54.63338095238095,101.06633333333333,29.505155897700643,19.232901095456686,34.383255179423216,39.11,77.681,78.475
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T15:40:00Z,30,56.4766,60.96346666666667,117.44006666666667,30.07143433456294,17.452867956660985,32.15852991143046,39.922399999999996,87.04440000000001,93.44219999999999
